playlist_id,owner_id,owner_group,dau,users,n_tracks,n_artists,n_albums,genre,mood,nlp_tokens,estimated_revenue_usd,topic_num_by_LDA
66wujkg5BnGalKz8R6anEK,f295b52a1a1973cff1baf5c34e82077b,non-spotify,572,16840,136,93,119,religious,empowering,"top, christian, hits",61.026,0
0vdnF6GRVTp65fxkMb8kBm,f7afaf01d2e331ed844d16ef40903ee8,non-spotify,25,189,629,164,53,rap,defiant,"hexx, skitzo, flowz",60.746,0
3Ch34lEYK8rl0gqQMvXEao,spotify,spotify,751,21476,426,133,141,country & folk,yearning,"roots, revival",60.711,0
5HEiuySFNy9YKjZTvNn6ox,spotify,spotify,836,40485,64,48,57,alternative,yearning,collected,60.354,0
5sA4TM4uZQ3xGxtRQVzmFN,spotify,spotify,981,43915,300,246,260,indie rock,brooding,"vampire, diaries",60.228,0
5rdIStO6ujbjHsVzIdagTC,spotify,spotify,1101,55558,50,49,47,pop,yearning,"viral, sweden",59.759,0
4KrGpst5rzqstTwENK57cB,eb4396c92576848dea5f95310e3f4e79,non-spotify,344,9276,1104,762,135,dance & house,sensual,"cafe, mar, hotel, costes",59.535,0
0cpjMVagpkRrxLBhobs3uo,spotify,spotify,824,47678,42,1,42,indie rock,urgent,"cleaning, house",59.311,2
1Gmt8tPWrRNyNjwCDsuEtk,spotify,spotify,1062,107145,22,22,22,pop,excited,"power, walk",58.975,0
5YjM08TSB5ZHhcYfPV8DfM,dea01d7697cacc2d7ec3d3a65374441c,non-spotify,967,33694,145,133,120,rap,defiant,"rap, workout, playlist",56.917,2
1UcLbXvAiV7X6foeOWnwni,40dac59fb7b2f8f6f95fe11aa76c6705,non-spotify,473,15675,564,180,213,indie rock,melancholy,"lullaby, music, helps, baby, sleep, make, homicidal",56.686,2
3FxqF3ru1FeLTGciCyHgA9,167d9c7373521a07f3b701df0cd44cb8,non-spotify,1008,43703,312,140,16,children's,lively,"classic, disney, movie, songs",56.546,1
68VBMqr2a24zncS0q5Vpp3,aac626092902931087831fcfc3b3c4e1,non-spotify,989,25663,106,96,36,children's,lively,disney,56.357,0
4pL5hEMRD63jlStG3Mj9Lw,spotify,spotify,775,16333,53,49,46,indie rock,upbeat,"stomp, holler",55.972,0
49rhYazWkqe8Ojb5n2NRQI,spotify,spotify,841,64404,194,80,85,alternative,defiant,"edge, alternative",55.902,0
5K60Os8JqMTBSIwgqV04r9,c5047c838db867e842a091d8b1c75c6a,non-spotify,640,23370,264,148,176,religious,empowering,"best, christian",55.755,3
4xJYS5sZE4FhRSvsbsPDwP,55f55e7732607b39277b424bff9527f5,non-spotify,745,23543,367,298,316,pop,energizing,"summer, pop",54.992,4
7fqGRp4JhXlwkHa3PGOi9n,spotify,spotify,741,11989,50,25,25,indie rock,empowering,"mellow, morning",54.348,4
2T3YRE7LtHBPwAV8JMNBPF,spotify,spotify,700,46351,256,122,126,pop,excited,"music, workday",54.061,2
4gRio043A2No9SRU7ERq6q,fa09e5cd3599dad0e8df2b4262e80efb,non-spotify,649,22508,477,203,269,reggae,cool,"hawaiian, reggae",53.508,0
5rtB8vtU0reA91C67UcNJ3,spotify,spotify,1240,105221,32,16,24,alternative,other,"sleep, waterscapes",53.459,0
2BqLGNqDfnjsoYj03KWnnA,4a9fe42b6c21a99ab09ef751e8c4e986,non-spotify,599,14942,133,77,105,religious,empowering,"top, worship, songs, mighty, jesus, loves",53.438,1
4UIvC4UYUecnpWkHCMRlri,spotify,spotify,1715,57746,67,66,67,metal,aggressive,"new, metal, tracks",53.06,1
0xQxINHv81imjsztEbsyDY,f600b4078a125968cd93dce93fb7342b,non-spotify,1459,31028,408,194,193,rap,defiant,"dance, bitch",53.025,4
1ujRPheyxvsuxrRNJOvPDZ,96eb32db4ff1f23212b6e5875fd0ea01,non-spotify,931,35953,125,93,103,rap,sensual,other,53.004,0
4Y9Iyja770v1QcWMumgupt,spotify,spotify,908,25874,40,36,40,electronica,sensual,electropositivity,52.801,0
1jelEUwXFe9YeEjdAR3aC8,6987037f34b5cee787a1a5e8de9b2689,non-spotify,661,20530,150,68,75,indie rock,yearning,"indie, chill, featuring, milky, chance, stolen, dance, updated, milky, lana, ryan, broods",52.696,4
4rjmunAHJWFroRfdQLzzDk,8f127d412e9d9213e8be59f08a2641cd,non-spotify,604,19489,62,29,30,pop,gritty,"nap, time, beth",51.891,0
0koYU8F8TUvbblUYZZrSKu,spotify,spotify,531,28636,87,87,87,religious,tender,"instrumental, inspirations",51.709,0
4PkKS2yNS7xHgnEFeUFfRE,spotify,spotify,723,39130,39,38,39,jazz,sensual,"sax, city",50.736,0
6GeYh3Pza5ilm9U7fLbl7M,89891ae7c289c8b580667143c4e6ab1a,non-spotify,860,32176,322,265,289,dance & house,aggressive,"crossfit, mix, workout, mix",50.316,4
1ykBVe7xaWYBjdlyELIwtN,d84f2a311a55628b5a3199703febb327,non-spotify,469,12640,157,100,82,latin,lively,"banda, trakalosa",50.218,0
7C49D2hDFRiWLcyFL8oCWN,spotify,spotify,739,61194,45,41,44,soundtrack,melancholy,"instrumental, sunday",49.245,0
71pH8WvtUYjaVYzBm6HM2D,spotify,spotify,841,51664,33,32,33,country & folk,upbeat,"tailgate, party",48.321,2
49N3gyVa3KrHyeScC5MMiJ,491a4f24d9e371095364cff4f59981a5,non-spotify,774,30687,442,288,351,indie rock,yearning,mixtape,48.321,0
5v2J2noHVxPWgSrOw6lZsp,spotify,spotify,715,48164,88,82,86,pop,brooding,"beach, day",47.012,0
6HmX9F7b4ypVSsY6ysED1P,spotify,spotify,646,78161,64,56,61,electronica,peaceful,"workday, zen",46.998,0
0jXuFjs93Tavfsy19s1lk6,spotify,spotify,854,37514,123,110,113,dance & house,energizing,"neo, disco",46.809,0
0c8Y6trDz57umvTPFlo1zF,spotify,spotify,824,48471,158,79,79,pop,defiant,"femme, fatale",46.585,0
3WnnibYD9uQF6J8eRE3Q6m,spotify,spotify,825,38615,42,39,42,indie rock,yearning,"indie, rock, road, trip",46.515,4
2uaste7TLMJ9RjMh0Gw8mz,spotify,spotify,720,52361,67,63,65,indie rock,melancholy,"last, one, awake",45.997,0
6s5vvfRVaoxlpfs0CDRGE8,spotify,spotify,694,40184,194,154,184,indie rock,gritty,"heart, rock",44.772,3
2iyvJkwPDXOuUZLj5i6tCK,spotify,spotify,678,42692,86,39,41,alternative,defiant,"beer, wings",43.806,0
430vRk2J6GXsroLIsAPPt3,spotify,spotify,1109,80202,64,61,61,r&b,sensual,"got, crush",43.316,0
3hpgM1U3bD6kvo7wJubQ8z,spotify,spotify,757,64697,39,34,39,rap,sensual,"mellow, beats",43.071,1
6e2lCQxuLTyqg2KYyeyt3t,f0f370a4ac3f631dd3e27c1bcc490d13,non-spotify,405,14057,452,196,207,pop,excited,"hollister, playlist",42.924,2
177ddWh0FuKFgzrl5D57Md,spotify,spotify,472,30521,31,31,31,indie rock,defiant,"brunch, friends",42.588,0
5Q5x5M64Pfx91sHIFOIMLG,spotify,spotify,1179,94847,51,47,50,pop,energizing,"pms, playlist",42.021,2
0bo6cIuYYEAznIzJjVpBjW,c3b78c1e29e618effcf03a0b0e50be17,non-spotify,310,3289,189,153,163,rap,defiant,weederino,41.811,0
6PzNMpCPMDMo1pOUjNhDUC,spotify,spotify,1069,60953,45,39,40,children's,excited,"kids, party",41.748,2
52dKRnvposhunY21dydYft,78ff8c3ecdde916bb3d5faf33621e339,non-spotify,803,28887,256,228,242,pop,excited,"dance, around, house",41.496,2
3D0tJN2ktCiTTuiCCwXIwl,spotify,spotify,950,9188,68,31,32,r&b,sensual,"golden, age",41.44,0
2BgVZaiDigaqxTbZEI2TpE,spotify,spotify,817,32424,26,26,26,dance & house,excited,tru00e4ning,41.097,0
2trYTbVQskPcg88uV7pxJk,spotify,spotify,855,67868,226,111,110,dance & house,excited,other,40.957,0
3Ok1t1aJMBDPTv6dYRGujF,spotify,spotify,772,95605,30,30,30,indie rock,upbeat,"run, wild",40.803,0
6LKkPpWPCwikRlH8uIJG6h,63ba301c493802a405886de4696b20c4,non-spotify,284,4714,1442,230,359,pop,empowering,"chinese, pop",40.208,4
5ozo3rQl2Kd6CZYfRYTVhU,a43bb5f81d58bf635efceee28ebdccca,non-spotify,546,3483,30,27,27,alternative,empowering,falling,39.984,0
06U6mm6KPtPIg9D4YGNEnu,spotify,spotify,838,49623,47,47,47,indie rock,excited,"night, run",39.746,3
4RmINrqBZGFs4NGTEWkeuT,spotify,spotify,1023,30225,41,34,25,classical,serious,"epic, classical",38.948,1
1tU9N8iyO6oHPh25g4MPk7,spotify,spotify,866,48523,40,1,1,metal,excited,"old, school, heavy, metal",38.836,0
08vPKM3pmoyF6crB2EtASQ,spotify,spotify,1227,44487,32,16,16,pop,sensual,"falling, love",38.668,3
7DNZwRWWzejnfpiZyJtL2P,spotify,spotify,727,47724,30,30,29,country & folk,upbeat,"country, drive",38.185,0
5R1N94lSbhylJ6lt8fD2TI,spotify,spotify,608,18074,112,49,54,indie rock,empowering,"monsters, folk",37.877,2
3folYMQ1upxfSD146iQyN4,spotify,spotify,711,37957,27,22,26,reggae,cool,"reggae, bbq",37.59,0
1EdyrYsYW6OhVhS4UzInsE,spotify,spotify,460,33581,41,38,39,pop,empowering,"sweet, songs, sunny, days",37.191,1
1PhxV2iVCPuR4pN39vf5T0,cb305f632c793f009882083e9e75f5b0,non-spotify,603,17515,162,62,68,country & folk,upbeat,"country, hits, updated, lee, jana, hunter",37.121,0
74lsbDpc3vMNHHwD0w07ke,spotify,spotify,604,9406,30,30,30,country & folk,empowering,"country, coffeehouse",36.995,0
3zQr1UqmpJEo58rlijapmI,spotify,spotify,469,32024,54,54,53,pop,melancholy,"early, grey, morning",36.463,4
1gxinVbwRfBTm8u9Ilg2Qo,spotify,spotify,475,19761,204,40,55,spoken & audio,other,"laugh, list",36.323,0
45eQi1FqtF66P7LnAsREoT,b9d64b61d43900bf44cfc60628668e55,non-spotify,650,17017,10,9,1,pop,yearning,"begin, soundtrack",36.183,1
7u5sJDH2qETLLt3bi0QHou,32c29b4c12af78b08b403ed29e42317d,non-spotify,642,29480,5433,1371,1567,pop,yearning,"love, love, love",35.994,3
7rVRWqwddCG8vcJAkQVPpb,80d8ea87cb6a092caede80fdbfc05c6d,non-spotify,649,14338,40,37,39,pop,excited,other,35.917,0
0JHYU9yefyVvlYAi2WTdKc,spotify,spotify,653,38999,64,54,59,alternative,defiant,grungy,35.84,0
4PVvyd4T99XWeIZOFMbT7k,spotify,spotify,559,55231,135,121,126,r&b,yearning,"retro, pop",35.287,4
45mgsdGBbdwfWkn8SmChCW,spotify,spotify,605,58321,31,31,31,r&b,sensual,"slow, jams",35.273,4
3J84J3LjFU6nURoZoIMQk2,34e4ae3e49761ddff9d594f68c863706,non-spotify,486,18413,558,268,317,indie rock,yearning,indie,35.126,4
2i0HbrNwqR7TTHFFet80W6,spotify,spotify,606,91942,50,47,49,indie rock,brooding,"sunday, drive",34.853,0
0sgqriVctUriRC0T7cGdaO,spotify,spotify,995,74775,20,19,18,electronica,peaceful,"hush, little, darlings",34.58,0
18r4ikQ9QIEadE297sYmaL,f9c0e5f77cbb3175652ddf892587db9c,non-spotify,770,26740,228,181,204,pop,excited,"best, remixes",34.321,3
29mm0vMAkaHK0UoHZ5Nebo,a58a92c255d879bb2347ea345a946e71,non-spotify,547,17133,71,63,5,punk,defiant,"punk, goes, pop",33.908,4
3vnMvai9y76U8WlPRNICsZ,spotify,spotify,971,94990,45,34,34,rap,defiant,classics,33.803,1
5u9r9hti3uVfQVhLOEWA4g,spotify,spotify,403,11545,46,44,45,indie rock,brooding,"folk, pop",32.9,4
21J20PgNUj49fSp2UOfawo,8eb8162913ad5b104674476b9dc34850,non-spotify,362,15708,3113,656,853,electronica,sensual,"instrumental, music, work, melodic, electronica, instrumental, mix",32.34,4
5FozbV1b7942P4Ksud1qu7,spotify,spotify,506,27725,68,60,64,dance & house,urgent,"hipster, funk",32.214,0
2fHW7bMt4ZrqxhTgkO5VUY,spotify,spotify,368,17738,68,63,67,alternative,urgent,"dive, bar, essentials",32.018,0
67RWbkZ5hpqZhxEmkAtgrv,spotify,spotify,378,34483,161,155,160,indie rock,melancholy,"workday, acoustic",31.192,3
2SMldBHPIDPsDj9MCqiJng,cb305f632c793f009882083e9e75f5b0,non-spotify,709,27818,68,66,67,dance & house,excited,"party, hits, updated, clean, charli",31.164,0
2gbwwfwbiWVnNmWZ3Zsy3l,spotify,spotify,1066,116227,29,22,29,metal,aggressive,"adrenaline, workout",30.947,1
7yJMbAoLHacZBgmcC64rrz,52604728978f633cfaedacbf881d25ba,non-spotify,222,6772,488,210,227,latin,empowering,"baladas, mu00e1s, romu00e1nticas, espau00f1ol",30.73,0
5wiHHPmokzB3xNxsB1Gzs9,spotify,spotify,934,59520,29,28,29,rap,defiant,"walk, like, place",30.562,0
1blsLuTXvdcd0IFaBZKsEI,spotify,spotify,481,29193,78,67,75,electronica,sensual,sensuality,30.303,0
5uCzPNeDIluqfrrtVmKjoS,spotify,spotify,488,38268,50,45,46,indie rock,melancholy,"indie, reflection",30.156,4
4Xh0WM8n9cQ1Pfl6HqLWbD,spotify,spotify,376,27271,87,79,86,rock,gritty,"back, porch",28.861,0
5cM9vw8ffbt53NvwmO2Y17,spotify,spotify,432,29826,90,79,84,country & folk,rowdy,"country, nights",28.721,0
5uyhBdXXU45smNFcfHPtgp,spotify,spotify,697,12600,13,13,12,electronica,sensual,"dreamy, wind",28.679,0
64CqgONJ4PD1YBaWvHmH1w,768d238ec9234aec988e58a9f5718782,non-spotify,159,3056,378,279,302,pop,excited,other,28.63,0
751pA3tTTqehM2oghbAH86,spotify,spotify,403,29233,101,95,99,country & folk,yearning,"new, folk, acoustic",28.532,2
4I0Y2uhGZDZdbk0h9UVhaA,e1506c13857bec73ecef1ecb26efae78,non-spotify,397,11624,629,456,484,r&b,sensual,other,28.49,0
7o3Sahykg4Ij6PYNqe6ivq,5fc6cf17646d6ae8413d8ca83ea0aa30,non-spotify,262,6824,176,93,92,latin,rowdy,"sertanejo, universitario",28.476,0
473bnHuzXcRUsDmSkdUrmz,spotify,spotify,528,20393,76,38,36,classical,stirring,"opera, free, mind",28.287,0
7b9DiMN2kttG8lYQogfQBw,e60d19313a8df36c7e6cf59e259e0d66,non-spotify,600,26316,102,94,95,pop,excited,"pop, new, chris, miley, ariana, nicki, meghan, calvin, justin, one",28.112,4
1oTVoAzl0uw6tcmPxznwSy,spotify,spotify,365,13863,55,52,46,dance & house,sensual,"dinner, chill",28.056,2
4OpU2KsAMJEm5f0eB8VujO,spotify,spotify,398,20958,78,70,76,pop,empowering,"great, piano, songs",27.972,1
1KP2q2C8JHXsbw0etowlut,spotify,spotify,416,46264,54,27,27,indie rock,excited,"cocktails, dreams",27.839,0
0nM0EbLU4gnLpzbBwvtkyi,spotify,spotify,459,28674,33,33,33,jazz,energizing,funked,27.699,0
5VItICXtFUzgoAmqy7QRFL,e57dc9fceec1a21c916150d89cacf6e9,non-spotify,327,10636,74,48,46,jazz,tender,"jazz, piano",27.538,2
6qA1lJEEyxOW9owCPo6nHJ,spotify,spotify,670,6867,30,15,15,electronica,sensual,"svenska, snackisar",27.538,0
29dTrOurPDrMcrnio2q6hZ,6be9a0976e1db2d04cd0c3d9c7372d4e,non-spotify,303,8515,239,140,165,rock,rowdy,"classic, rock",27.293,3
43rSnXFDoctqiZxvEqH14P,spotify,spotify,376,12072,43,43,43,indie rock,gritty,"chill, folk",26.992,2
10Rxjoielqc2YtNyA472wb,f2ef53e6bc326063b9d0854fc9c9b1a2,non-spotify,15,64,29,6,4,rap,other,"th, top, songs",26.796,1
4cRBvmMEXPfrZNdihTlBrc,spotify,spotify,359,31375,106,99,104,indie rock,gritty,"folksy, love",26.726,3
0uYwr7KqdqxfO8ascbeyja,spotify,spotify,440,10476,52,49,51,rock,urgent,"blues, roots, rock",26.649,3
6OzKk3EjMczg2gvrQT81OO,spotify,spotify,495,39414,84,76,74,rap,defiant,"ill, lyricist",26.488,0
0JVL0SB8fb1XM9Uc4AJK8X,spotify,spotify,652,60208,46,40,43,electronica,peaceful,"musical, therapy",26.46,2
4V2r7rQqLcuPNTaF1yWBcr,6987037f34b5cee787a1a5e8de9b2689,non-spotify,413,29326,184,89,88,alternative,defiant,"music, know, banks, updated, mary, sam, mary, nick, lana, rey",26.453,2
3KO9gKkuxNtZj1Ka4xNBkA,e60d19313a8df36c7e6cf59e259e0d66,non-spotify,537,32702,100,82,75,r&b,sensual,jams,26.11,4
3Irogru6vgG5fRaegdGhcj,e60d19313a8df36c7e6cf59e259e0d66,non-spotify,567,29941,144,116,125,pop,excited,"ultimate, summer, playlist",25.977,0
5UmfxFC81RiuC6vOY4nj7c,694c62196d235c7a3198436cb3ceb010,non-spotify,439,12730,95,86,88,rap,defiant,pump,25.753,0
1z7RSn6N0WSwg4iJgU4BhX,f0c6cb0c7a6848d254dc30f7890f4c0c,non-spotify,282,10606,384,247,274,country & folk,upbeat,"todays, top, country, hits",25.732,0
4mBnWZjnIdwyE9FqpSuwbP,spotify,spotify,421,25036,110,105,106,rap,cool,"urban, poet",25.326,0
3pGcBQlq94eOjoKLG2NoQi,spotify,spotify,456,34561,80,33,38,alternative,defiant,rock,25.109,3
3ziRJHv1S2zmscr4O4YmOi,2d23604c839e260fa483a33a16f17cc7,non-spotify,260,11085,123,69,92,indie rock,yearning,"folk, indie, collection",24.976,4
5RanBE8SfGoqSuc7LSF0bH,cb305f632c793f009882083e9e75f5b0,non-spotify,603,21333,92,82,87,rap,defiant,"hip, hop, hits, updated, wiz, trey",24.801,0
1VgRf3OQ9rhLyuWzyEDfoi,0899c16b7795e18e9697470d4a99e934,non-spotify,646,19404,17,17,17,metal,rowdy,"decades, rock",24.605,3
0gRQZlTMMeBo6oGNlSZB7w,99e8131ccc1b2475a61f1449dcc0cacd,non-spotify,403,16432,334,206,21,soundtrack,lively,disney,24.591,0
4nfMiXVxDGVC6VgS8wE70D,a501dab64858919fe9010d4276a92575,non-spotify,424,20978,36,5,9,pop,defiant,"ptx, playlist",24.451,2
33xsmTk4KLHUH4RM6zxX3s,spotify,spotify,582,63392,29,28,29,electronica,sensual,"sunday, lounge",24.374,0
1ZMO8PF2kJKFoVOxlHVRfc,spotify,spotify,346,23377,41,2,34,metal,urgent,"intense, gaming",24.269,0
3eK1NquB3qsmIEHMZ2QbFL,ae21a247133f4e0fe74aeb0b085eb62c,non-spotify,384,18572,74,58,68,religious,empowering,"christian, music",24.213,2
33oYAKEYb5nKQ55j9VZZna,7dfec6d119da5a0083d2b67070af8d15,non-spotify,164,4829,337,89,115,soundtrack,romantic,"epic, study, music",24.15,2
4HxsYV0lUhNWlehhnhFJoV,e25919ed1dfc02b23f0d11e73cb9c77a,non-spotify,622,19891,106,86,92,pop,empowering,"broke, heart",23.891,0
3DB1nSGON3ml0SQFqvQmJd,spotify,spotify,270,28871,126,1,1,electronica,sensual,"laid, back, party",23.079,2
0KhVGGHXQEL041DC5tVZGL,949222e687f61a105e7e80a334592de2,non-spotify,124,3366,562,37,36,spoken & audio,other,"best, stand, comedy",22.967,3
3YtYeFJwDavvrFOU4YpxmT,2905b6de3789e5618f4b8d62315d65b6,non-spotify,489,17237,12,12,12,rock,upbeat,"guardians, galaxy, soundtrack",22.953,1
5IPfK17zBMnr8jcFIqUCTw,092c607083b1f61baf1b77781a39a51b,non-spotify,335,8269,588,482,463,rap,defiant,throwback,22.771,0
3C7xjpWeAjCSi1Rei3sHBg,dfdd5cc7c29002d2736c6b7a5b9b4315,non-spotify,364,13595,170,68,73,pop,excited,"tyler, jams",22.757,4
5cYxoAElwa7u2QGUkvOODp,spotify,spotify,409,25203,64,63,64,indie rock,yearning,"drive, mountains",22.645,0
5uE4LpCTy9a3NI9370miWh,b1467f311e1cb22e1643c706b802ae1b,non-spotify,346,11587,774,273,316,r&b,sensual,school,22.456,0
3jvtjbhswlSuYQSVBQVxva,spotify,spotify,289,17960,100,1,1,electronica,brooding,"downtempo, beats",22.421,1
6onuJL3dlcxwmBrpcecXeu,308040b404a71a904996fd3bf049ad79,non-spotify,408,14358,135,102,114,r&b,sensual,"date, night",22.351,3
3nSrfYLMu57IlNYDpsQ2QL,bdab36c0e3f54061edc3c220d92e978e,non-spotify,595,24492,30,29,29,dance & house,excited,"instant, energizer",22.218,0
64jH8DmXIwEMtEsW6RJBxX,e62ac97efbdf8c812633472d0798ec2b,non-spotify,195,5321,44,22,16,latin,romantic,"brindis, rehenes",22.176,0
6UaQmA4AWHBDHWVkOs9FyI,72e5c638dce8541a50e882acff27f6e2,non-spotify,81,2678,40,1,1,other,other,"sleeping, baby, mozart",21.791,0
3zMTgCwcP4frtzmJ3w8lFx,spotify,spotify,447,49096,97,90,95,rap,defiant,"lifestyles, rich, famous",21.763,0
1Mnd1t9rxbeugYXfyp5J3w,spotify,spotify,499,29476,18,18,18,indie rock,gritty,"keep, calm, stretch",21.728,0
7miiGQXVM6luQXxr1CspvQ,cb305f632c793f009882083e9e75f5b0,non-spotify,471,13944,100,85,93,pop,defiant,"fresh, hits, updated, nico, jason, charli",21.56,0
39TC6zoR5xjfAR12LsxLO1,90cb3b7a1288d043240a505b8e2c8a9a,non-spotify,235,4732,113,107,91,country & folk,gritty,"nashville, tv, show",21.441,0
5WALqo2AWTcACHmZYpftc5,f823763ea41bb727d6232da833fa93a5,non-spotify,378,15203,576,433,421,pop,energizing,early,21.266,0
1TiubOAd8gu5sSf8o1Zptw,6987037f34b5cee787a1a5e8de9b2689,non-spotify,379,23243,150,73,72,dance & house,excited,"workout, dance, edition, martin, calvin, david, guetta",21.217,1
6hH3dSO8SRxUoROREupfjH,e86eb4185edc63eee9caa13c1b61bb2f,non-spotify,143,2459,553,356,407,rock,urgent,"stream, playlist",21.21,2
6NdJEdOWCrCHAB6YNoMSZG,f2ef53e6bc326063b9d0854fc9c9b1a2,non-spotify,9,23,26,10,7,rap,other,"toxic, hustle, presents, trajick",21.161,0
07nXRRcVQM0cXQa4zSyvzB,spotify,spotify,303,19180,118,59,59,indie rock,melancholy,"transatlantic, lullaby",20.965,0
2nWls5Du1DuylN398qCyMw,spotify,spotify,403,10674,136,29,33,alternative,empowering,"irish, indie, folk",20.951,4
0D7azfSL3Uq1ZR75Q9JeLi,spotify,spotify,403,21656,30,30,30,country & folk,yearning,"country, gals",20.923,0
0j5DsbXxkO5bjWOCVsHD4s,bf4033a73754c079487d1b2c46357bd6,non-spotify,203,3211,287,197,210,country & folk,upbeat,"new, country",20.685,0
7CX4gmWxPI9OffO4p4w7MQ,spotify,spotify,420,18887,36,27,25,holiday,yearning,"pop, christmas",20.349,4
2NL48BDD8s3OL1t8ExAGdr,b3935682a2424cf36fdb7f29b6a8aedf,non-spotify,177,4295,255,99,128,latin,lively,"corridos, alterados",20.349,0
2TF9fNDDKZyD4NjMCwqXFf,spotify,spotify,378,28103,105,35,34,r&b,sensual,"sweet, suite",20.321,0
5IT8nJ7ldL0VIBjgqSrdvi,7a7a8ad9f17d55d94b1a0aa0514258ab,non-spotify,303,11510,991,332,152,pop,energizing,kpop,20.188,0
68zIbo6XemOzCkpkSsc8uD,spotify,spotify,394,28189,104,52,52,r&b,sensual,genuine,20.153,0
3wI0prya1veVHKQOtLbmxB,cb305f632c793f009882083e9e75f5b0,non-spotify,357,17067,129,102,123,pop,excited,"love, songs",20.027,1
2hXPJUh9mbKAvNAYWpULn3,f8d01cbe61155a049b299159691096b1,non-spotify,267,7211,146,97,99,country & folk,empowering,country,19.915,0
2vRv5nk5rAo9bfso1DC3EL,087984cb97d65f539f92539348cbc18b,non-spotify,258,3407,502,422,348,rap,defiant,turn,19.754,0
7CHrwiytyubNpnaZqyyUkb,spotify,spotify,325,18874,21,21,21,rock,upbeat,"beer, burgers",19.67,0
27VoTLWWo6OxxDORPB2lGt,6e7eb4333321d7d790027db88bbe0c49,non-spotify,497,25950,1068,186,209,pop,excited,"girl, power",19.635,0
2gWvq0f2tc73rAhHz1MhX0,34154e8cd2e672611afb3493113f74fc,non-spotify,211,5979,75,46,16,pop,yearning,maroon,19.306,0
4BlcsJJS5AjcKPRRgeWZz8,e8c7a5d43c3ee4758c8ed3c6dfa93987,non-spotify,101,2720,116,70,83,jazz,sophisticated,"sunday, morning, paris, cafe",19.138,4
4csYv6Cm7OI6VHJ1U7nJXz,spotify,spotify,605,70690,58,52,54,electronica,aggressive,"rave, night",18.935,3
34GXtJrTePjtHsw8U0pNt4,9521bd2765328858f4ea59c8eba7c6cf,non-spotify,498,28646,60,22,23,dance & house,aggressive,tomorrowworld,18.914,0
6ftJBzU2LLQcaKefMi7ee7,spotify,spotify,244,35465,372,166,169,dance & house,sensual,"monday, morning, mood",18.774,4
4qstWgP2KMRSiTY3a1fF2R,spotify,spotify,399,87243,22,21,22,metal,defiant,"beat, morning",18.669,4
3wMFnZTBiM0ebEvpFSidXB,e3329c20cc2fc61c9fac3530ff22fdbd,non-spotify,119,1349,450,232,292,rock,urgent,"dad, playlist",18.564,2
3ckau7CzXJzdTbR2ngbia3,cb305f632c793f009882083e9e75f5b0,non-spotify,316,24648,106,89,99,pop,excited,best,18.424,3
5raA7lLYo2N7I4AnO5EvbE,7922e6b83c7808d3a54ccfd70e535c9f,non-spotify,390,13393,64,54,60,pop,empowering,"sad, girl, song, day",18.396,1
1s64M8taVohjKotpcBlz0s,spotify,spotify,262,13675,100,96,99,pop,excited,other,18.368,0
6KG4sYhdZvO4p5EZ6Zen3m,spotify,spotify,207,3253,62,60,61,pop,yearning,altanmys,18.046,0
2p3L8b22Bpff0oqjABt6e4,spotify,spotify,458,44976,99,99,98,metal,aggressive,"top, tracks, metal",17.71,1
3MA1B86TKQJ5kO4m24DZFr,cb305f632c793f009882083e9e75f5b0,non-spotify,291,14736,95,84,90,alternative,defiant,"alternative, hits, updated, black, sylvan",17.528,0
1RSu6zFI0gk1PxWe94hGLH,2e545a52f663e1768caccd3ad14813f2,non-spotify,140,4247,117,41,28,latin,lively,"tigres, norte, corridos, prohibidos",17.36,0
6fzTT2P7POQYYmDtcwcnZD,ea177827495b68f45e3d255e38c4132a,non-spotify,360,19572,95,89,91,dance & house,excited,other,17.199,0
5PNe0prImXjbSF6GBoMX7m,spotify,spotify,336,14612,48,45,45,electronica,sensual,"autumn, lounge",17.185,0
3sEXdlP6Sh18iwB9Sjxv2z,spotify,spotify,241,28554,124,57,49,alternative,brooding,"lazy, chill, afternoon",17.171,2
7zi7j1PDUKsXpTBaVu6OJJ,f7f61729d32925951592738f9e0b64c8,non-spotify,373,8755,228,181,206,indie rock,yearning,eargasm,17.15,0
3Jc8HfVTh42IUurQzon0RG,spotify,spotify,402,30127,51,46,47,r&b,defiant,swagger,17.094,0
0IxzlrMZzDDuoxE6cjwfNy,spotify,spotify,269,59705,222,208,214,indie rock,yearning,"informal, normal",16.968,0
50G389xO54d638AbMIa2JU,spotify,spotify,299,9530,72,24,29,religious,upbeat,"best, live, worship",16.947,3
4sukh9zImQDLxBR4QRnxDh,spotify,spotify,583,41055,54,27,27,rock,empowering,"new, york, groove",16.947,0
7BuKs6kgNMx2fwF01WphOD,spotify,spotify,269,8652,44,41,44,indie rock,melancholy,"deep, dark, indie, folk",16.821,4
3N6nnNuShWpEmNSv2Vxvzm,spotify,spotify,383,21824,40,39,40,country & folk,rowdy,"country, drinking, songs",16.814,1
0PJMo5ucbiNExa4CRzyWHl,77d0e9487877ddac9b4c692e7ab17fcf,non-spotify,198,10657,556,38,33,traditional,romantic,"irish, celtic, music",16.8,2
3OUguxmuL5x24sMAw4qPku,spotify,spotify,251,14377,35,35,35,indie rock,sentimental,"commute, calm",16.625,0
